"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2871","ADDR-015 Shipping page keeps information links available","webkit","2026-06-05","passed","2026-06-05","Address and Shipping Module","address-shipping/addr-015-shipping-page-keeps-information-links-available.spec.js","",""
"","1956","Add on - INFO-003 Contact us page has email field","chromium","2026-06-05","passed","2026-06-05","Add on - Customer Support and Information Module","add-on-customer-support/add-on-info-003-contact-us-page-has-email-field.spec.js","",""
"","1951","Add on - INFO-005 Contact us page has submit button","chromium","2026-06-05","passed","2026-06-05","Add on - Customer Support and Information Module","add-on-customer-support/add-on-info-005-contact-us-page-has-submit-button.spec.js","",""
"","3415","ADDR-004 Book product displays free shipping","webkit","2026-06-05","passed","2026-06-05","Address and Shipping Module","address-shipping/addr-004-book-product-displays-free-shipping.spec.js","",""
"","2214","PROD-014 Category page has sort and page size controls","chromium","2026-06-05","passed","2026-06-05","Product and Search Module","product/prod-014-category-page-has-sort-and-page-size-controls.spec.js","",""
"","2063","PROD-013 Book product page shows price and shipping text","firefox","2026-06-05","passed","2026-06-05","Product and Search Module","product/prod-013-book-product-page-shows-price-and-shipping-text.spec.js","",""
"","2112","USER-002 Order history page requires login for guest","chromium","2026-06-05","passed","2026-06-05","User Profile and Account Module","user-profile/user-002-order-history-page-requires-login-for-guest.spec.js","",""
"","1834","Add on - PAY-008 Gift card product has recipient email field","firefox","2026-06-05","passed","2026-06-05","Add on - Checkout and Payment Module","add-on-checkout-payment/add-on-pay-008-gift-card-product-has-recipient-email-field.spec.js","",""
"","3194","Add on - PAY-014 Laptop product shows price information","webkit","2026-06-05","passed","2026-06-05","Add on - Checkout and Payment Module","add-on-checkout-payment/add-on-pay-014-laptop-product-shows-price-information.spec.js","",""
"","3602","ADDR-007 Laptop product shows in stock availability","webkit","2026-06-05","passed","2026-06-05","Address and Shipping Module","address-shipping/addr-007-laptop-product-shows-in-stock-availability.spec.js","",""
"","1980","Add on - INFO-009 About us page opens","firefox","2026-06-05","passed","2026-06-05","Add on - Customer Support and Information Module","add-on-customer-support/add-on-info-009-about-us-page-opens.spec.js","",""
"","1962","PROD-009 Gift cards category opens with products","firefox","2026-06-05","passed","2026-06-05","Product and Search Module","product/prod-009-gift-cards-category-opens-with-products.spec.js","",""
"","2818","ADDR-011 Shopping cart shows shipping step","webkit","2026-06-05","passed","2026-06-05","Address and Shipping Module","address-shipping/addr-011-shopping-cart-shows-shipping-step.spec.js","",""
"","2760","Add on - INFO-001 Contact us page opens","webkit","2026-06-05","passed","2026-06-05","Add on - Customer Support and Information Module","add-on-customer-support/add-on-info-001-contact-us-page-opens.spec.js","",""
"","1965","AUTH-005 Login page shows registration option for new customer","chromium","2026-06-05","passed","2026-06-05","Authentication Module","authentication/auth-005-login-page-shows-registration-option-for-new-customer.spec.js","",""
"","2207","Add on - PAY-014 Laptop product shows price information","chromium","2026-06-05","passed","2026-06-05","Add on - Checkout and Payment Module","add-on-checkout-payment/add-on-pay-014-laptop-product-shows-price-information.spec.js","",""
"","1962","WISH-011 Email a friend page opens","chromium","2026-06-05","passed","2026-06-05","Wishlist and Compare Module","wishlist-compare/wish-011-email-a-friend-page-opens.spec.js","",""
"","3382","PROD-015 Search page returns computer products","webkit","2026-06-05","passed","2026-06-05","Product and Search Module","product/prod-015-search-page-returns-computer-products.spec.js","",""
"","1947","WISH-011 Email a friend page opens","firefox","2026-06-05","passed","2026-06-05","Wishlist and Compare Module","wishlist-compare/wish-011-email-a-friend-page-opens.spec.js","",""
"","2366","PROD-006 Apparel and shoes category shows products","chromium","2026-06-05","passed","2026-06-05","Product and Search Module","product/prod-006-apparel-and-shoes-category-shows-products.spec.js","",""
"","2062","Add on - PAY-007 Gift card product has recipient name field","chromium","2026-06-05","passed","2026-06-05","Add on - Checkout and Payment Module","add-on-checkout-payment/add-on-pay-007-gift-card-product-has-recipient-name-field.spec.js","",""
"","2111","CART-009 Apparel product has cart controls","chromium","2026-06-05","passed","2026-06-05","Cart Module","cart/cart-009-apparel-product-has-cart-controls.spec.js","",""
"","1827","Add on - INFO-002 Contact us page has full name field","firefox","2026-06-05","passed","2026-06-05","Add on - Customer Support and Information Module","add-on-customer-support/add-on-info-002-contact-us-page-has-full-name-field.spec.js","",""
"","1935","WISH-002 Empty wishlist message is shown","chromium","2026-06-05","passed","2026-06-05","Wishlist and Compare Module","wishlist-compare/wish-002-empty-wishlist-message-is-shown.spec.js","",""
"","1936","Add on - PAY-004 Cart page shows payment step","chromium","2026-06-05","passed","2026-06-05","Add on - Checkout and Payment Module","add-on-checkout-payment/add-on-pay-004-cart-page-shows-payment-step.spec.js","",""
"","1911","CART-011 Cart page still shows search controls","chromium","2026-06-05","passed","2026-06-05","Cart Module","cart/cart-011-cart-page-still-shows-search-controls.spec.js","",""
"","2846","AUTH-004 Login page shows remember me and forgot password options","webkit","2026-06-05","passed","2026-06-05","Authentication Module","authentication/auth-004-login-page-shows-remember-me-and-forgot-password-options.spec.js","",""
"","2871","PROD-004 Computers category shows subcategories","webkit","2026-06-05","passed","2026-06-05","Product and Search Module","product/prod-004-computers-category-shows-subcategories.spec.js","",""
"","2083","WISH-014 Compare products footer link is available","firefox","2026-06-05","passed","2026-06-05","Wishlist and Compare Module","wishlist-compare/wish-014-compare-products-footer-link-is-available.spec.js","",""
"","2856","ADDR-005 Science product displays free shipping","chromium","2026-06-05","passed","2026-06-05","Address and Shipping Module","address-shipping/addr-005-science-product-displays-free-shipping.spec.js","",""
"","3812","CART-009 Apparel product has cart controls","webkit","2026-06-05","passed","2026-06-05","Cart Module","cart/cart-009-apparel-product-has-cart-controls.spec.js","",""
"","2015","Add on - PAY-015 Smartphone product shows price information","chromium","2026-06-05","passed","2026-06-05","Add on - Checkout and Payment Module","add-on-checkout-payment/add-on-pay-015-smartphone-product-shows-price-information.spec.js","",""
"","1773","Add on - PAY-010 Gift card product has message field","firefox","2026-06-05","passed","2026-06-05","Add on - Checkout and Payment Module","add-on-checkout-payment/add-on-pay-010-gift-card-product-has-message-field.spec.js","",""
"","1961","ADDR-011 Shopping cart shows shipping step","chromium","2026-06-05","passed","2026-06-05","Address and Shipping Module","address-shipping/addr-011-shopping-cart-shows-shipping-step.spec.js","",""
"","1985","Add on - INFO-002 Contact us page has full name field","chromium","2026-06-05","passed","2026-06-05","Add on - Customer Support and Information Module","add-on-customer-support/add-on-info-002-contact-us-page-has-full-name-field.spec.js","",""
"","2164","Add on - PAY-010 Gift card product has message field","chromium","2026-06-05","passed","2026-06-05","Add on - Checkout and Payment Module","add-on-checkout-payment/add-on-pay-010-gift-card-product-has-message-field.spec.js","",""
"","2815","AUTH-007 Password recovery page has email field and recover button","webkit","2026-06-05","passed","2026-06-05","Authentication Module","authentication/auth-007-password-recovery-page-has-email-field-and-recover-button.spec.js","",""
"","2717","CART-010 Jewelry product has cart controls","chromium","2026-06-05","passed","2026-06-05","Cart Module","cart/cart-010-jewelry-product-has-cart-controls.spec.js","",""
"","2770","USER-011 Register page shows password setup fields","webkit","2026-06-05","passed","2026-06-05","User Profile and Account Module","user-profile/user-011-register-page-shows-password-setup-fields.spec.js","",""
"","2951","Add on - PAY-002 Empty cart blocks checkout with empty cart message","webkit","2026-06-05","passed","2026-06-05","Add on - Checkout and Payment Module","add-on-checkout-payment/add-on-pay-002-empty-cart-blocks-checkout-with-empty-cart-message.spec.js","",""
"","4335","Add on - INFO-013 Footer customer service links are visible","webkit","2026-06-05","passed","2026-06-05","Add on - Customer Support and Information Module","add-on-customer-support/add-on-info-013-footer-customer-service-links-are-visible.spec.js","",""
"","1882","ADDR-010 Shopping cart shows address step","firefox","2026-06-05","passed","2026-06-05","Address and Shipping Module","address-shipping/addr-010-shopping-cart-shows-address-step.spec.js","",""
"","2097","USER-007 Footer exposes addresses link","firefox","2026-06-05","passed","2026-06-05","User Profile and Account Module","user-profile/user-007-footer-exposes-addresses-link.spec.js","",""
"","1937","USER-005 Footer exposes my account link","firefox","2026-06-05","passed","2026-06-05","User Profile and Account Module","user-profile/user-005-footer-exposes-my-account-link.spec.js","",""
"","1964","WISH-007 Compare products page opens","chromium","2026-06-05","passed","2026-06-05","Wishlist and Compare Module","wishlist-compare/wish-007-compare-products-page-opens.spec.js","",""
"","1972","USER-004 Login page supports returning customer section","chromium","2026-06-05","passed","2026-06-05","User Profile and Account Module","user-profile/user-004-login-page-supports-returning-customer-section.spec.js","",""
"","2054","USER-001 My account page requires login for guest","firefox","2026-06-05","passed","2026-06-05","User Profile and Account Module","user-profile/user-001-my-account-page-requires-login-for-guest.spec.js","",""
"","1882","CART-013 Cart page shows information footer links","firefox","2026-06-05","passed","2026-06-05","Cart Module","cart/cart-013-cart-page-shows-information-footer-links.spec.js","",""
"","2783","Add on - PAY-004 Cart page shows payment step","webkit","2026-06-05","passed","2026-06-05","Add on - Checkout and Payment Module","add-on-checkout-payment/add-on-pay-004-cart-page-shows-payment-step.spec.js","",""
"","1869","USER-011 Register page shows password setup fields","chromium","2026-06-05","passed","2026-06-05","User Profile and Account Module","user-profile/user-011-register-page-shows-password-setup-fields.spec.js","",""
"","1957","CART-013 Cart page shows information footer links","chromium","2026-06-05","passed","2026-06-05","Cart Module","cart/cart-013-cart-page-shows-information-footer-links.spec.js","",""
